## Torsion are defined with the following atomIDs:
# dihed1: ai= 6428 aj= 6429 ak= 6430 al= 12551
# dihed2: ai= 6410 aj= 6409 ak= 6408 al= 6407
# dihed3: ai= 6427 aj= 6411 ak= 6412 al= 6413
# dihed4: ai= 6412 aj= 6413 ak= 6414 al= 6416
# dihed5: ai= 6413 aj= 6414 ak= 6416 al= 6417
# dihed6: ai= 6414 aj= 6416 ak= 6417 al= 6418
# dihed7: ai= 6416 aj= 6417 ak= 6418 al= 6419
# dihed8: ai= 6417 aj= 6418 ak= 6419 al= 12543
# dihed9: ai= 6419 aj= 6418 ak= 6420 al= 6421
# dihed10: ai= 6422 aj= 6423 ak= 6424 al= 12546
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10
137  -12.165  -95.864   -3.812 -178.393 -179.402 -145.851  -72.729   60.923  101.461   -4.417
138  -13.283 -109.552  -24.115 -169.828  174.099 -113.632  -70.908   59.886  101.086   15.367
139    1.514  -92.427  -16.238 -177.012  169.412 -161.650  -52.702   57.867  126.361  -15.830
140  -11.857  -89.486  -22.504 -165.156 -177.289 -160.373  -53.728   50.396  122.077   26.057
141    0.147 -100.892  -24.962 -175.999  170.756 -166.521  -49.031   42.718  106.177 -158.954
142  -18.518  -93.788    6.855 -159.191 -179.419 -169.869  -67.675   36.846  110.449  179.502
143  -25.856 -104.795  -36.291 -146.596  172.969 -155.484  -64.685   46.960   76.311 -167.179
144  -14.532 -106.548  -17.326 -164.659  165.106 -153.514  -53.040   53.675  113.611 -175.319
145   -0.073 -119.805  -12.360 -167.640 -178.247 -129.696  -67.374   46.345   74.529 -164.484
146  -17.663 -108.880  -11.591 -146.447 -167.213 -140.501  -78.455   54.275   92.280 -159.786
147   -7.754 -105.171  -28.588 -155.803  171.742 -133.097  -57.490   52.297   83.486   15.368
148    7.851  -84.932   -6.764 -170.261 -174.700 -129.553  -59.448   49.726   72.726   32.352
149   -4.568  -88.979  -17.057 -163.338  170.175 -145.816  -68.061   51.843  103.862  161.006
150  -10.018  -82.454  -18.084  177.766  174.157  -97.917  -54.266    6.013   47.498 -176.831
151  -20.103  -60.963  -16.623  172.582  174.266 -135.387  -63.124   56.700   87.041  171.995
152  -10.646  -86.940   -5.526 -164.465  158.888 -155.755  -61.903   38.804   99.216 -170.888
153   -6.398 -100.246  -19.312 -150.517 -176.062 -139.716  -63.106   66.353  120.418  172.367
154  -10.915 -107.387  -25.923  178.444  176.586 -145.373  -69.622   93.162  135.796 -179.892
155   -5.906  -82.186  -10.020  171.216  177.583 -142.669  -64.563   42.296  110.861 -174.175
156   12.736  -91.893  -18.129 -156.341  178.388 -118.696  -42.227   29.289   69.235  160.119
157  -27.717 -102.985  -13.268 -168.578  177.634  -91.181  -62.405   34.875   62.897   16.589
158  -19.790 -113.388  -14.217 -152.438  175.520 -159.437  -72.777   42.321   97.797   23.801
159   16.173  -61.391   17.472 -172.773  171.407  150.132  -57.475   39.384  133.869    5.537
160   14.083  -78.586  -20.912 -171.264  175.812 -116.743  -64.219   33.192   89.449   37.184
161  -26.493  -90.968  -30.975 -149.347  179.876 -133.194  -56.731   34.205   77.020    8.869
162  -74.587  -97.445  -13.785 -172.644  177.197 -133.367  -65.593   45.633  113.967 -173.939
163  -75.203  -82.528   -4.076 -176.322  175.943 -151.962  -56.205   82.512   95.352 -141.224
164  -65.981  -91.618  -32.651 -165.069  176.198 -156.297  -57.418   47.434  117.667 -168.505
165  -48.362  -63.178   -3.961 -178.375  175.963 -149.472  -68.246   59.576   80.652  174.152
166  -18.018  -95.122    9.022  177.922  164.439 -168.039  -57.187   77.430  132.338 -157.434
167  -15.693  -99.427   13.597  169.945  177.029 -153.293  -62.206   46.055   96.790  174.311
168   14.194  -61.283   -3.474 -156.353  170.961  178.446  -53.386   53.774  122.202  171.564
169  -21.476  -99.020  -14.637 -175.082  177.107 -138.380  -58.912   67.587   86.515  169.211
170  -74.620  -71.559  -22.482 -169.452 -177.932 -137.335  -52.414   38.480  116.757  173.484
171  -88.528  -82.014  -25.305 -157.330 -176.346 -158.469  -57.566   39.038  115.136 -171.080
172 -113.103  -77.895    3.733 -170.469 -179.877 -166.513  -65.577   64.962  106.602  169.700
173  -99.555  -73.814  -18.404 -166.182  174.630 -135.570  -65.546   39.000   89.527 -147.012
174    8.927  -99.126  -19.515  176.918  177.076 -132.500  -70.813   52.084  102.344 -143.001
175  -76.747  -65.359  -22.637 -168.137 -174.537 -158.349  -62.892   57.708  114.352  162.326
176  -58.650  -71.737  -12.777 -178.654  178.480 -139.397  -61.176   53.100  103.610 -164.419
177  -54.425  -24.027  -29.106 -160.178 -172.773 -166.360  -58.742   49.427  136.414  -23.801
178  -78.819  -12.787  -27.796 -147.450  173.120 -161.264  -65.530   26.664  109.157  -20.195
179  -55.208  -86.590   -7.841 -154.217 -172.753  167.003  -39.919   61.581  111.583 -169.279
180  -88.273  -13.880  -21.965 -166.101  163.384 -163.529  -52.956   53.470  107.622  155.129
181  -83.799  -78.082  -13.820 -150.479  170.481 -143.082  -54.422   26.133   81.055 -177.351
182   -1.554  -94.430    6.234 -173.541  169.628 -172.617  -50.636   50.823  114.335  171.406
183   -4.179  -91.141  -30.209 -179.879  178.457 -115.495  -69.737   42.210  101.794  170.216
184  -12.805  -73.593  -19.832 -171.453  171.188 -130.445  -62.443   74.110   72.491  161.029
185  -82.472  -48.130  -19.311 -137.428  175.051  177.655  -63.136   54.213  117.285  179.862
186  -50.578  -80.661  -23.807 -162.805  179.538 -146.574  -53.146   55.748   99.463    0.016
187  -42.973  -55.178  -21.737 -162.941 -176.832  -97.293  -56.641   16.870   50.507   16.111
188  -37.941  -78.984  -12.181 -165.278 -176.269 -171.264  -65.444   46.454  142.376   13.907
189  -69.335 -107.348    4.673  175.471 -173.683  -58.883  -35.928   19.684   13.609  160.023
190  -25.215  -42.531  -14.378  173.953 -169.831 -147.665  -74.013   52.418  109.573  168.550
191  -42.371  -48.848   -4.009  158.187  165.698 -125.221  -68.712   90.346  121.613  159.604
192  -53.014  -97.875  -14.531 -162.823 -176.214  -70.979  -42.815   24.435   21.230 -168.824
193  -84.078  -74.033   -9.643 -172.914  168.292 -103.542  -45.847   40.296   54.386 -176.810
194  -53.930  -86.831  -14.205 -175.264 -175.541 -162.178  -52.715   46.952  132.922 -153.707
195   -3.939  -97.026  -22.438 -167.700  164.880 -141.188  -72.786   80.612   85.252  142.140
196   15.518  -94.483  -25.544  179.383  176.884 -124.051  -73.718   62.493  105.964   15.035
197  -72.604 -102.708  -27.303  177.296  174.400 -108.151  -61.175   50.888   98.213 -168.861
198  -62.835  -96.941  -28.016 -140.808  172.987 -145.473  -63.331   56.879   88.463 -170.156
199  -87.236  -97.232    4.970  174.755  171.480 -139.008  -69.112   58.030  108.995 -159.450
200   14.589  -85.339  -23.818 -165.776 -175.226 -142.263  -61.803   59.816   92.611 -154.674
201  -39.502  -80.210  -19.579 -158.965  172.173 -173.447  -42.794   54.946  101.768 -160.652
202   -6.157 -104.371  -14.955 -152.784  170.902  -99.436  -52.326   51.015   43.661 -173.570
203  -53.832  -89.578  -25.283 -174.679 -174.873 -121.162  -64.917   51.774  102.494 -124.986
204  -18.493  -93.900    6.445  175.648  171.618 -155.066  -64.622   63.244  108.262 -178.234
205  -77.084  -74.297  -23.132 -172.482  179.747 -123.477  -55.408   42.421   67.649  152.277
206  -63.727  -77.534  -14.814  156.991  175.241  -96.538  -67.932   66.564  121.323 -165.497
207  -44.619  -87.327  -44.956 -174.647 -178.159 -109.998  -64.066   78.701  117.791  163.131
208  -12.759 -110.749    9.350 -177.634 -171.430 -134.430  -68.867   34.322   99.561   21.324
209  -46.239  -49.165  -19.360 -167.341  179.803 -158.267  -63.645   66.700  105.324   19.110
210  -22.610  -99.460   16.533 -172.375  176.461  -53.358  -49.529   27.808  -30.785 -155.046
211  -89.791  -61.895  -12.129  175.887  179.125 -109.401  -66.283   31.330   99.494  169.282
212    1.179 -100.396  -41.535 -150.149  178.209 -143.119  -59.809   53.162  104.309  157.989
213  -13.033  -69.325   -7.062  179.382  177.127  -94.119  -58.402   37.562   50.271  174.047
214   14.031  -75.989  -18.149  170.072  170.451  -82.250  -67.098   31.316   61.289 -179.019
215  -10.914  -82.812  -14.023 -175.990 -179.388  -76.147  -46.749   55.673   18.639  -41.754
216  -20.812  -94.152  -16.486 -175.845 -176.827  -83.275  -64.168   33.442   48.856   -0.307
217    1.310  -97.013  -23.364 -150.558  173.543  -85.618  -54.526   42.334   46.514 -158.435
218  -17.860  -82.948  -11.420 -166.427  177.728  -81.999  -55.220   27.626   61.740 -162.956
219  -18.627  -79.651  -28.613 -164.278  174.273 -142.846  -51.052   55.926  110.211 -158.620
220   -3.693 -107.638    0.595  164.497 -171.900  -92.221  -64.049   43.135   63.094  172.177
221  -19.346 -102.040  -16.147 -177.125  178.853 -127.417  -63.646   58.763   97.001  161.691
222    1.066  -84.865  -10.459  159.584 -173.118  -58.299  -44.467   57.458   31.737 -149.905
223    0.793 -101.965  -19.457 -171.630 -162.596  -92.812  -60.563   69.180   58.265  168.310
224   -6.812  -98.617   18.990 -176.287 -173.859  -90.145  -57.312   49.745   -1.569   -1.017
225   -2.496  -87.876    1.431  172.900  174.293  -72.445  -58.868   74.679   25.372  -35.295
226  -11.163 -103.101   26.142  152.826  176.610  -88.118  -57.878   76.587   57.176  175.732
227  -25.343 -100.812  -18.248 -169.725  179.781  -93.844  -50.657   42.790   60.803  171.591
228   -9.624  -97.270  -18.486 -168.590 -174.584  -73.485  -52.289   70.298   58.894  175.595
229   -7.222  -63.452   -8.767 -164.132  171.955  -81.488  -49.986   66.217   50.089   -9.835
230  -12.458  -96.827  -37.763 -168.176 -173.620  -70.047  -54.899   29.807   69.952   11.794
231  -53.566 -100.040  -17.763 -175.990 -178.979  -87.399  -54.141   24.286   72.011   17.549
232  -58.545  -68.448  -17.779  170.854 -179.556 -134.191  -70.884   69.521  110.456    5.164
233  -24.524  -82.759  -11.083  177.655 -175.328  -90.123  -49.011   69.292   55.896 -174.362
234  -59.172  -53.537  -30.449  158.370 -169.187 -131.442  -65.272   66.086  119.010  175.862
235 -103.078  -83.507  -29.785  179.853  178.969  -73.057  -53.765   39.401   65.526 -164.391
236  -97.991  -79.377  -22.367 -153.254 -174.284 -156.804  -67.168   60.452   80.438  178.153
237  -53.702  -99.137  -28.273 -140.366  178.091 -178.120  -42.653   66.009  128.313 -156.797
238  -58.918 -104.825  -19.471 -152.395 -177.602 -177.697  -65.639   67.558  128.338   -2.976
239  -83.656  -80.748   -0.433  176.287 -169.057  -66.032  -60.488   57.586  -67.578    6.693
240  -13.856  -92.814  -11.863 -170.688 -174.333 -171.327  -63.078   40.819  -37.311   -3.817
241  -12.605  -81.260  -19.884 -177.201  179.526  -65.196  -59.376   83.861 -136.744    4.647
242    3.230 -103.329    2.376  179.803 -177.161  -76.832  -65.545   61.625 -123.540  170.984
243  -16.379 -107.436  -17.341 -161.003  177.711  166.705  -50.145   46.608  -33.042  179.353
244  -23.095 -112.598  -27.045 -148.509 -171.553 -147.455  -67.826   57.214  -83.990  158.610
245    8.987 -113.485  -30.293 -161.268  161.327 -120.000  -62.699   49.945 -110.086  174.318
246   -8.272  -78.538  -20.656 -161.471  174.581 -152.124  -68.939   65.323  -80.806  167.986
247  -17.073  -87.705  -41.655 -144.679 -178.259 -161.647  -61.102   51.266  -80.653  157.112
248   -9.834  -87.094  -24.396 -172.026  167.053 -117.673  -74.246   38.390 -102.237  175.538
249   -6.941 -106.699   -1.341 -156.855 -176.671  174.753  -59.416   57.716  -74.440   19.050
250  -19.253  -81.487  -20.295 -175.862  179.086  -91.870  -63.138   70.953 -101.199    8.898
251  -14.660  -88.654   -1.093  174.682  179.296  -77.986  -51.810   86.790 -124.197   10.686
252   -4.497  -83.570  -30.713 -176.168 -179.258  -61.024  -51.919   89.947 -111.745   38.236
253    4.768  -95.783  -27.658 -177.384 -175.548  -75.170  -43.802   70.074 -139.945   -6.186
254  -16.491 -119.569  -28.973 -166.903 -173.312  -78.372  -51.377   73.479 -123.459   45.065
255    5.676 -103.670  -21.431 -172.360 -174.853  -86.073  -42.801   70.388 -148.150   -1.910
256  -30.852  -96.468   -3.068 -172.297 -173.517  -86.173  -56.142   60.127 -137.413 -173.111
257  -12.684  -84.359  -16.681 -167.967 -175.374  -82.466  -40.421   69.035 -143.472 -110.104
258   -3.209  -86.227  -20.653 -179.285 -173.638  -86.675  -47.564   52.505 -125.975 -152.481
259  -13.067 -106.003  -14.775 -165.566 -176.869  -86.172  -56.170   77.523 -141.489  171.420
260    0.671  -74.703   -8.188  168.581  179.189  -73.883  -47.790   37.528 -149.866 -179.168
261  -19.192  -74.085  -16.997 -178.599 -170.196  -99.806  -51.971   27.987 -124.226  172.669
262  -31.052 -111.116  -29.494 -172.514 -176.646 -159.997  -58.866   73.767  -30.232   28.087
263  -16.075 -115.181  -29.150 -158.142  179.677 -142.492  -56.606   60.907  -81.706   -0.499
264  -45.859  -99.213  -28.385 -163.630 -169.546  -74.759  -45.659   65.256 -137.679   18.665
265    3.048  -89.861    1.074 -170.547  175.067  -73.512  -60.941   57.919 -175.597   19.985
266   10.838  -79.797  -28.052 -161.563 -168.989  -67.048  -58.375   59.606   38.868 -175.362
267   -3.758  -96.581  -25.858 -169.642 -173.537  -76.568  -49.888   68.804   50.978 -148.527
268    0.769 -106.006  -22.706 -176.489 -171.506  -82.061  -47.710   19.941   52.680 -170.703
269  -17.349  -94.407  -19.315  176.524 -179.248  -63.201  -49.530   65.530   48.562   25.797
270  -19.771  -90.316    9.777 -178.425 -170.172  -80.305  -47.232   64.435   25.370    1.606
271   -0.641 -108.234    7.167  165.958  173.457  -67.439  -51.343   68.378   31.553    2.417
272  -34.324  -96.888  -11.100  177.611 -176.823  -81.755  -51.045   58.783   37.741  174.891
